placement,group,comp,grp_count,grp_placement,mode
7,-1,"Alistar, Annie, Leona, Sona",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Jax, Leona, Riven, Sett, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Fiddlesticks, Malphite, Nunu, Viego, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Camille, Ekko, Leblanc, Viego, Zac, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Camille, Ekko, Fiddlesticks, Leblanc, Sona, Soraka, Vi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Kaisa, Nilah, Rell, Riven, Vayne, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Leona, Nunu, Taliyah",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Kaisa, LeeSin, Leona, Nunu, Riven, Sejuani, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Draven, Jax, MissFortune, Sejuani, Sett, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Fiddlesticks, Janna, Nunu, Syndra, Taliyah, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Fiora, Leblanc, Sejuani, Vayne, Yasuo, Yuumi, Zed",,,"Alistar, Annie, Camille"
7,-1,"Ezreal, LeeSin, Malphite, Sona, Vayne, Vi, Zac",,,"Alistar, Annie, Camille"
2,-1,"Kaisa, Leblanc, Mordekaiser, Sejuani, Yasuo, Zed",,,"Alistar, Annie, Camille"
7,-1,"Annie, Leblanc, Rell, Syndra, Taliyah, Yuumi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, BelVeth, Ekko, Leblanc, Rammus, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Draven, Jax, LeeSin, Malphite, Sett, Urgot",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Janna, Leona, Sejuani, Vi, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Leona, MissFortune, Nunu, Riven, Sett, Vayne",,,"Alistar, Annie, Camille"
7,-1,"Alistar, AurelionSol, Ekko, Janna, Leblanc, Sejuani, Vi, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Fiddlesticks, Leona, MissFortune, Mordekaiser, Nunu, Samira, Sivir",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Camille, Ekko, Leona, Mordekaiser, Rammus, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Camille, Rammus, Samira, Sivir, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Chogath, Fiddlesticks, Leona, Sejuani, Vi, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Jax, LeeSin, Leona, Riven, Sejuani, Sett, Soraka, Urgot, Vi",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Fiddlesticks, Leblanc, Samira, Sejuani, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Fiora, Samira, Viego",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Jax, Leona, Mordekaiser, Riven, Sejuani, Sett, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Leblanc, Malphite, Velkoz, Zac, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Jinx, Kaisa, Nilah, Riven, Vayne, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Kaisa, Leona, Nilah, Rell, Syndra, Vayne, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Sona, Soraka, Urgot, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"AurelionSol, Draven, Jax, MissFortune, Riven, Samira, Sett",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Leblanc, Sejuani, Sona, Soraka, Vi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ezreal, Kaisa, LeeSin, Rell, Riven, Vi",,,"Alistar, Annie, Camille"
2,-1,"Janna, Leblanc, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Aphelios, Camille, Leblanc, Viego, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Janna, Leona, Nunu, Sona, Soraka, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Kaisa, Nilah, Rell, Sona, Taliyah, Vayne, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Janna, Malphite, Samira, Sivir, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Jax, LeeSin, Riven, Sejuani, Senna, Sivir, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Fiddlesticks, Leblanc, Sejuani, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Camille, LeeSin, Riven, Sejuani",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Camille, Ekko, Nunu, Vi, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Fiora, Janna, Viego",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Ekko, Ezreal, Leona, Samira, Sejuani, Sivir, Syndra, Vi",,,"Alistar, Annie, Camille"
2,-1,"Fiddlesticks, Jax, Leona, Riven, Sejuani, Sett, Syndra, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Kaisa, Malphite, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, BelVeth, Ekko, Fiddlesticks, Riven, Sejuani, Urgot, Vi",,,"Alistar, Annie, Camille"
2,-1,"Draven, Ekko, MissFortune, Mordekaiser, Samira, Sejuani, Syndra",,,"Alistar, Annie, Camille"
7,-1,"Camille, Leblanc, Leona, Urgot, Viego, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Jax, Jinx, Leona, MissFortune, Riven, Sett",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Fiddlesticks, Janna, Mordekaiser, Nunu, Soraka, Syndra, Urgot",,,"Alistar, Annie, Camille"
7,-1,"Jax, Leblanc, Leona, Riven, Sejuani, Sett, Vi, Zed",,,"Alistar, Annie, Camille"
2,-1,"Fiddlesticks, LeeSin, Malphite, Nunu, Sejuani, Yasuo, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Janna, Kaisa, Leona, Sejuani, Velkoz, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Draven, Ekko, MissFortune, Samira, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
7,-1,"Leona, Nunu, Samira, Sett, Sivir",,,"Alistar, Annie, Camille"
2,-1,"Jax, Leblanc, Leona, Riven, Sejuani, Soraka, Vi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, MissFortune, Nunu, Sejuani, Senna, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, AurelionSol, Ekko, Janna, Leona, Rammus, Samira",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, AurelionSol, Chogath, Fiddlesticks, Riven, Samira, Sejuani, Urgot, Zac",,,"Alistar, Annie, Camille"
2,-1,"Fiora, LeeSin, Malphite, Syndra, Yasuo",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Leblanc, Leona, Nilah, Soraka, Syndra, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Camille, Chogath, Leona, Rammus, Viego, Zac",,,"Alistar, Annie, Camille"
2,-1,"Leona, Mordekaiser, Sejuani, Vayne, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Camille, Fiddlesticks, Leblanc, Sona, Soraka, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Annie, Ekko, Leblanc, Sona, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Annie, Ekko, Fiddlesticks, Nunu, Sona, Soraka, Syndra, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Fiora, Sejuani, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Leona, Nunu, Sejuani, Vi, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, BelVeth, Chogath, Ekko, Fiddlesticks, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Jax, Nunu, Samira, Senna, Sett, Sivir",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Riven, Samira, Sejuani, Sett, Sivir, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, AurelionSol, BelVeth, Ekko, Mordekaiser, Sejuani, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Janna, Leblanc, Sejuani, Yuumi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Camille, Chogath, Ekko, Samira, Viego",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Ekko, Leona, Sejuani, Senna, Urgot, Velkoz, Vi",,,"Alistar, Annie, Camille"
2,-1,"Jax, Leblanc, Riven, Sejuani, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Leblanc, Leona, Nunu, Sona, Soraka, Urgot",,,"Alistar, Annie, Camille"
7,-1,"Annie, Camille, Janna, Leblanc, Sona, Soraka, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Camille, Leblanc, Leona, Sejuani, Soraka, Zed",,,"Alistar, Annie, Camille"
7,-1,"Jax, Leona, Nunu, Sejuani, Sett, Velkoz, Zac",,,"Alistar, Annie, Camille"
2,-1,"LeeSin, Leona, Malphite, Nunu, Vayne, Yasuo",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Janna, Leona, Malphite, Nunu, Samira",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Leblanc, Leona, Viego, Zed",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Draven, Ekko, Leona, MissFortune, Mordekaiser, Samira, Sett",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Janna, Leona, Mordekaiser, Senna, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Fiddlesticks, LeeSin, Leona, Nunu, Urgot, Vi, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Camille, Leblanc, Nilah, Riven, Soraka, Vayne, Zed",,,"Alistar, Annie, Camille"
7,-1,"Draven, Jax, LeeSin, Sejuani, Sett, Soraka",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Camille, Fiora, MissFortune, Riven, Sejuani, Vayne",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Ekko, Viego, Zac",,,"Alistar, Annie, Camille"
7,-1,"Draven, Ekko, Leona, MissFortune, Rell, Samira, Sivir",,,"Alistar, Annie, Camille"
7,-1,"Aphelios, Leona, Mordekaiser, Sejuani, Senna, Yasuo",,,"Alistar, Annie, Camille"
7,-1,"Jinx, MissFortune, Riven, Sett",,,"Alistar, Annie, Camille"
7,-1,"Aphelios, Jinx, MissFortune, Riven, Sejuani, Vayne",,,"Alistar, Annie, Camille"
7,-1,"Janna, Jax, MissFortune, Rammus, Riven, Sejuani, Sett",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Fiora, Leona, Nunu, Urgot, Vi, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, LeeSin, Malphite",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Janna, Leona, Samira, Sivir, Viego",,,"Alistar, Annie, Camille"
7,-1,"Fiora, Janna, Leblanc, Nilah, Sejuani, Yasuo, Zed",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Ekko, Leona, MissFortune, Mordekaiser, Samira, Sejuani, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Leona, Nunu, Sona, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ezreal, Fiddlesticks, Jax, Leona, Vi, Zed",,,"Alistar, Annie, Camille"
2,-1,"Fiora, Nilah, Syndra, Vayne, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Janna, Leblanc, LeeSin, Soraka, Zed",,,"Alistar, Annie, Camille"
7,-1,"Jax, LeeSin, MissFortune, Riven, Sejuani, Vi, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Leblanc, Viego, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Annie, Camille, Janna, Leblanc, Sona, Taliyah, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Janna, Leblanc, Sona, Syndra, Taliyah",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Fiddlesticks, Janna, Jinx, Leona, MissFortune, Nunu, Riven, Sejuani",,,"Alistar, Annie, Camille"
2,-1,"Kaisa, MissFortune, Nilah, Rammus, Rell, Riven, Vayne",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Sejuani, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Fiddlesticks, Janna, LeeSin, Malphite, Sejuani, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Kaisa, Nilah, Vayne, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, BelVeth, Chogath, Fiddlesticks, Rammus, Samira, Sejuani, Zac",,,"Alistar, Annie, Camille"
7,-1,"Camille, Soraka, Vi, Viego",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Draven, Ekko, Jax, Leona, Nunu, Sejuani, Sett",,,"Alistar, Annie, Camille"
7,-1,"Mordekaiser, Riven, Sejuani, Senna, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Janna, Leblanc, Nunu, Syndra, Urgot, Yuumi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Annie, Janna, Leblanc, Mordekaiser, Sejuani, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Draven, Ekko, Jinx, MissFortune, Mordekaiser, Riven, Samira",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Janna, Leblanc, Leona, Soraka, Vi, Zac",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Janna, Leona, Nunu, Syndra, Taliyah, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Camille, Janna, Leblanc, Viego, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, LeeSin, Sona, Yuumi, Zac, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Ezreal, Janna, Kaisa, Nilah, Rell, Riven, Sejuani, Vayne",,,"Alistar, Annie, Camille"
2,-1,"Fiddlesticks, Janna, LeeSin, Malphite, Yasuo, Zac",,,"Alistar, Annie, Camille"
2,-1,"Ekko, LeeSin, Samira, Sejuani, Sivir, Soraka, Vi",,,"Alistar, Annie, Camille"
7,-1,"Draven, Ekko, Jax, Leblanc, Sejuani, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Leona, Samira, Sejuani, Senna, Syndra, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"AurelionSol, BelVeth, Rammus, Riven, Sejuani, Velkoz, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Janna, Nunu, Sejuani, Taliyah, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, BelVeth, Ekko, Jax, Sett, Urgot, Vi",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Camille, Leblanc, Soraka, Viego, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Fiddlesticks, Jax, Leona, Samira, Sejuani, Sett, Zac",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Ekko, Ezreal, Janna, Riven, Sejuani, Sett, Urgot",,,"Alistar, Annie, Camille"
2,-1,"AurelionSol, Chogath, Fiddlesticks, Leona, Syndra, Urgot, Zac",,,"Alistar, Annie, Camille"
2,-1,"Annie, Sejuani, Taliyah, Zac",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Camille, Fiora, Samira, Sivir, Viego",,,"Alistar, Annie, Camille"
2,-1,"Alistar, AurelionSol, Jax, Leona, Rammus, Sett, Velkoz, Zac",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Fiddlesticks, Nunu",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Ekko, LeeSin, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
7,-1,"Draven, Jax, Leblanc, Riven, Sett",,,"Alistar, Annie, Camille"
7,-1,"LeeSin, MissFortune, Riven, Soraka, Vayne, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Leblanc, Sona, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Fiora, Leblanc, Soraka, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Camille, Ekko, Kaisa, Rell, Riven, Syndra, Taliyah",,,"Alistar, Annie, Camille"
7,-1,"Riven, Sejuani, Sona, Soraka, Vi, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Draven, MissFortune, Samira, Sett",,,"Alistar, Annie, Camille"
7,-1,"Jax, Sejuani, Sett, Velkoz, Vi",,,"Alistar, Annie, Camille"
7,-1,"Aphelios, Leblanc, Leona, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Fiddlesticks, Jax, Leona, Mordekaiser, Sejuani, Sett",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Riven, Sejuani, Senna, Sivir, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Leblanc, Nunu, Sejuani, Sivir, Sona, Soraka, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, BelVeth, Ekko, Mordekaiser, Nunu, Sejuani, Vi, Viego",,,"Alistar, Annie, Camille"
7,-1,"Ekko, MissFortune, Riven, Sivir, Taliyah",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Fiddlesticks, Mordekaiser, Nunu, Rammus, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, Leona, Samira, Senna, Sivir",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, Janna, Jinx, MissFortune, Rammus, Sejuani",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Fiora, Leona, Mordekaiser, Vayne, Vi, Yasuo, Zed",,,"Alistar, Annie, Camille"
7,-1,"Aphelios, Ekko, Fiddlesticks, Leona, Mordekaiser, Sivir, Soraka, Syndra",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Nunu, Sona, Taliyah, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Ezreal, Janna, Kaisa, Nilah, Syndra, Taliyah, Vayne, Zac",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Ezreal, Kaisa, LeeSin, Sejuani, Sona, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, BelVeth, Ekko, Leona, Sejuani, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Jax, LeeSin, MissFortune, Riven, Sejuani, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Camille, Leblanc, Leona, Soraka, Viego, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Kaisa, Mordekaiser, Nilah, Rell, Riven, Vayne, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"AurelionSol, Ekko, Fiddlesticks, Janna, Sejuani, Urgot",,,"Alistar, Annie, Camille"
7,-1,"Fiddlesticks, LeeSin, Riven, Samira, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Ekko, Sejuani, Sivir, Vi, Zac",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, AurelionSol, Fiddlesticks, Janna, Mordekaiser, Urgot, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, Janna, Nunu, Sejuani, Urgot, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, AurelionSol, Fiddlesticks, Leona, Mordekaiser, Rammus, Urgot, Zac",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Fiddlesticks, Leona, MissFortune, Mordekaiser, Sejuani, Sett, Syndra, Urgot",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Janna, Leblanc, Rell, Taliyah, Yuumi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, AurelionSol, Ekko, Fiddlesticks, Sejuani, Urgot, Velkoz, Zac",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Jinx, MissFortune, Riven, Urgot, Vayne",,,"Alistar, Annie, Camille"
7,-1,"Jax, LeeSin, MissFortune, Riven, Sejuani, Vi",,,"Alistar, Annie, Camille"
7,-1,"Annie, Ekko, Leblanc, Sona, Syndra, Taliyah, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Nunu, Rell, Riven, Samira, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, Janna, Leblanc, Leona, Nunu, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Jinx, Leblanc, Nunu, Soraka, Syndra, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Fiddlesticks, Fiora, Nilah, Nunu, Vayne, Yasuo, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, BelVeth, Ekko, Janna, Leona, Mordekaiser, Urgot, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Jax, Leona, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Ekko, Samira, Viego, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Camille, Janna, Leblanc, Sejuani, Vi, Viego, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Chogath, Janna, Leona, Malphite, MissFortune, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Kaisa, Nilah, Rell, Riven, Syndra, Vayne",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, LeeSin, Malphite, Nilah, Yasuo",,,"Alistar, Annie, Camille"
7,-1,"Janna, Leblanc, LeeSin, Sona, Soraka, Taliyah, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, AurelionSol, Fiddlesticks, Nunu, Sona, Velkoz, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Leblanc, Soraka, Vi, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Janna, Kaisa, Leona, Mordekaiser, Rell, Syndra, Taliyah, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Draven, Ekko, Jax, Leona, Sejuani, Sett, Zac",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Ezreal, LeeSin, Sona, Soraka, Vi, Yuumi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Janna, Samira, Sivir, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"AurelionSol, BelVeth, Ekko, Janna, Riven, Sejuani, Urgot, Vi",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Camille, Fiora, Leona, Viego, Zed",,,"Alistar, Annie, Camille"
2,-1,"LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Ekko, Rammus, Sejuani, Sivir, Urgot, Zac",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Annie, Aphelios, Leona, Urgot, Viego, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Leblanc, Leona, Sona, Soraka, Taliyah, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Leblanc, Soraka, Vi, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Fiddlesticks, Nunu, Vayne, Vi, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Janna, Mordekaiser, Sejuani, Senna, Yasuo, Zed",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Aphelios, Fiddlesticks, Leona, MissFortune, Mordekaiser, Nunu, Samira, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Leblanc, Nilah, Sona, Soraka, Zed, Zoe",,,"Alistar, Annie, Camille"
2,-1,"AurelionSol, Ekko, Fiddlesticks, Leblanc, Rammus, Sejuani, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Annie, Ekko, Janna, Leblanc, Riven, Sejuani, Sett, Syndra, Taliyah",,,"Alistar, Annie, Camille"
2,-1,Mordekaiser,,,"Alistar, Annie, Camille"
7,-1,"Alistar, Janna, Jax, Riven, Samira, Sejuani, Sivir, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Janna, Jinx, Leona, MissFortune, Riven, Sejuani, Vayne",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Kaisa, Rell, Soraka, Taliyah, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Camille, Ekko, Leona, Mordekaiser, Sejuani, Vi, Viego",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Fiddlesticks, Janna, Leblanc, Mordekaiser, Sejuani, Urgot, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Ekko, Kaisa, Rell, Riven, Taliyah, Urgot, Yuumi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Leblanc, Mordekaiser, Nunu, Taliyah, Yuumi, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Chogath, Ekko, Janna, Rammus, Velkoz, Vi, Zac",,,"Alistar, Annie, Camille"
7,-1,"Jax, LeeSin, Mordekaiser, Riven, Sett, Soraka, Urgot",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Ekko, Janna, Leona, MissFortune, Sejuani, Vi, Yasuo, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Aphelios, Ekko, Leona, Nunu, Samira, Sett",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Leblanc, Sona, Soraka, Taliyah",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Jax, Leblanc, Riven, Sejuani, Vi, Zoe",,,"Alistar, Annie, Camille"
2,-1,"Ekko, Fiora, Leblanc, Leona, Nilah, Urgot, Vayne, Zed, Zoe",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Ekko, Jinx, MissFortune, Riven, Vi",,,"Alistar, Annie, Camille"
2,-1,"Alistar, Jax, Leona, Nunu, Riven, Sejuani, Sett, Vi",,,"Alistar, Annie, Camille"
2,-1,"Fiddlesticks, Jax, Mordekaiser, Riven, Sejuani, Soraka, Viego",,,"Alistar, Annie, Camille"
2,-1,"Draven, Jax, Leblanc, Leona, Sejuani, Sett, Syndra, Zed",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Fiddlesticks, Janna, LeeSin, Malphite, Yasuo",,,"Alistar, Annie, Camille"
2,-1,"Aphelios, Camille, Ekko, Leblanc, Leona, Soraka, Viego, Zed",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Camille, Fiora, Samira, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, BelVeth, Camille, Fiora, Nunu, Viego",,,"Alistar, Annie, Camille"
7,-1,"Alistar, Annie, Ekko, Nunu, Taliyah, Urgot, Zoe",,,"Alistar, Annie, Camille"
